useful,reviewText,funny,cool
0,"The food is fine. They have some good salad combos and I do like their ingredients. They have a steak salad which is great, with great quality steak. My issue with this place is the price. They have a smoothie that costs 20 dollars!!!! Lol!  Now this may be an Uber Eats price, but regardless, I find it atrocious. The nerve and gall of the business owner to allow a price point for a smoothie to be 20 dollars just actually makes me angry for some reason. Everything on their menu is completely jacked up in price which makes it hard for me to stomach this place. I've never seen prices so high in comparable restaurants.",0,0
0,"Clean studio, fast service. Got a great haircut from Devona, who was very friendly and paid attention when I asked her to be careful about a mole on my head. This great clips is out of the way for me, but I will definitely be back if I'm in the area.",0,0
1,"Every time I go to this McDonald's I order my food, they give it to me, and then I eat it.",2,0
0,"I would recommend this hotel and probably stay here again, but during our last stay, we experienced some problems.  First, the toliet in our room didn't flush. Second, the remote control for the TV in our room worked quite poorly.  Lastly, the Starbucks counter in the lobby was closed for some reason at 10am on a Monday morning. No explanation why, not that it mattered,  The first two things I would have normally called down to the front desk to let them know, but we didn't discover either of them until about 1130pm at nite and at that point we didn't want a plumber in our room or have to move rooms.  So we mentioned it on the way out. Upsides of this hotel are the location and the free parking.  They also offer a free shuttle to many of the hot areas of Madison.  We didn't use it, but it was nice to know that it was available.",0,0
0,Saw this place on Groupon and decided to check it out . Only been rock climbing once prior to this . Walked in with a group and was clueless because we didn't get the proper greeting as what to do . After filling out some waiver form we was giving the rock climbing shoes and gear but the worker wasn't all that helpful in showing us how to put on harness thing . Afterwards he took us to one of the climbing areas and showed us how to use one of the two types of ropes and then went back to the front . Needless to say if the staff was more helpful to first timers visiting that would've been great . The place was a bit small and some of the rocks on the wall was hard to grip . I would do indoor rock climbing again but not here,1,0
2,"I am a Groupon customer and that is how I found out about this restaurant. While I didn't have any major concerns regarding the food, I did have an extremely poor customer service experience that goes along with previous reviewers in that the owner can not handle any sort of criticism.

On Groupon, I left a ""Tip for others"" that recommended the voucher due to fair value. I did point out that without the voucher, the prices were too high. The owner then messaged me through Groupon to send a condescending message accusing me of lying about their value.

I then left a review on their Facebook page, saying that it is unacceptable customer service to mock any sort of criticism toward the restaurant. There are also others, who have left glowing reviews of the restaurant but pointed out areas they could improve, and the owner ended up mocking them. This isn't a ""one-time"" mistake, this is an on-going issue in regards to feedback. To further prove this, the owner blocked me from their page and left a mocking ""sorry"" comment in response to my concerns on how they handle criticism.

Overall, I encourage people to avoid this restaurant based on how the owner disrespects its customers. There are many other restaurants with better value and better service so why waste your money here?

And to those wanting to try this restaurant using Groupon, don't. There are too many horror stories on how Groupon customers are mistreated with being forced to the back of the store, sat in a completely different section, told they can't use their Groupon on certain days with no warning, and slow/uncaring service.",0,0
0,"Best gluten free pizza crust in Charlotte! Great concept, good ingredients. We'll be back!",0,0
2,The instructors all have a great flow with consistency in the quality of each class. The only thing I would suggest is that the teachers adjust students more. I was a beginner here and they knew that and I fee I would've gotten more out of classes if they adjusted students. Friendly atmosphere and smells amazing in the room!,0,0
2,"The only reason this place gets 3 stars is because the food is very good...however the service is the worst I've ever seen... I ordered a mac and cheese for pick up, they said come in 20 mins.i was running late and got there in about 30 mins, and it wasn't even started yet...I had to wait for 45 more minutes to get my food.

I gave it a second chance and walked in and ordered a wrap and fries. Well this time it took 55 minutes, and it wasn't even busy, the owner was talking on the phone and having conversations with I guess friends who weren't even ordering food...

I'm done with this place and it's pretty sad because as I said the food is amazing...but their service ruined the whole experience for me..",1,1
1,"This is literally my favorite place. Food is excellent, service is fantastic and the wine is even better. The Ca Del Re moscato is not listed on their menu but is honestly the best wine there. Just get there earlier than 8 and use their no wait app if you are going on a Monday or Tuesday for their special because it gets packed",0,0
0,"My husband and I consider Dinette one of our go-to places for dinner. Two appetizers and a pizza to share is perfect for our appetites. We have consistently enjoyed their creative salads and starters, and you really can't go wrong with any of the pizzas. The fact that they try to stay on top of what is in season is only another plus, in our book. The only downside, in terms of food, are their desserts. We haven't tried a single one that we've liked, and usually go across the street to Spoon if we are in dire need of some sugar.

It gets a bit loud, and it toes the line between being a nicer sit down place, and more casual eatery. Highly recommended. If you are familiar with Delfina Pizza in the Mission district of SF, this is pretty much a blow by blow copy? predecessor? to that. But with less hipsters.",0,0
0,"This is probably my favorite restaurant in Vegas the food is amazing and the seats are really
comfortable and right outside the building is a place for kids in the green valley casino kids quest which in it's self means a parent could have dinner with their spouse while the kids are playing in the building over",0,0
0,"Jeremy and his team are amazing. Their knowledge, expertise and professionalism is outstanding. Jeremy is a very efficient and timely communicator. Jeremy was able to assist me with a last minute request I had to provide and we were able to get everything taken care off in time. I highly recommend Pinnacle Capital Mortgage and will surely use them in the future.",0,0
0,"Please don't rent a Car from Dollar or Thrifty Car Rental at the Las Vegas airport. They are now combined with Thrifty car rental and it took twice as long to go through the line inside, then when we got downstairs to pick up our car,  we had to wait in a line that had at least 60 to 70 people in it. Thus was in Kate June, Sunday afternoon, not peak season. We were standing in a parking garage that had to be at least 100° for over an hour because they ran out of cars. People were getting physically sick.  hen when we got downstairs to pick up our call we had to wait in a line that had at least 60 to 70 people in it. The Mgr wouldn't arrange for us to stand back inside the air-conditioned space for fear of us losing our place in line so everybody had to suffer through it.  I've been traveling for 40 years and that's the worst experience I've ever had in my life . I'll never rent from either company anywhere ever again. What a joke!!!!!",0,0
1,"Amazing comfort food! Much better than our hotel would have offered. Servers were nice and pleasant. Food delivery was quick which helps when on a schedule.Give thus place a try, you will not be dissatisfied !",0,1
5,"I wouldn't say the food here is mind blowing but this restaurant does offer an amazing view of the Bellagio fountains and excellent service. The decor was also beautiful as you would expect.

The food however did not impress me at all.  Everything just tasted ""o.k."" and I found myself missing my cheap go to Chinese place back in my hometown.  When I eat Chinese food I expect the flavors to jump out at me and to entice me to eat more and more.  With this place I just felt like everything was unfortunately, bland.  I mean, I dont know that I have had a more boring mapo tofu, which is one of my favorite dishes of all time.

For the price point, I would definitely suggest going elsewhere.",2,2
4,"Ordered delivery and was pumped from reading all these great reviews!  Unfortunately, the food was for the most part a buzzkill.

The spicy salmon roll was solid, the saving grace of the meal.  The salmon itself was very fresh and flavorful and there was a delightful spicy, creamy sauce adorning each roll.  Should have just ordered two of these and left it at that.  But no, I had to spring for some of the Chinese as well.

The value was great for the portions of the Chinese dinner specials, but the actual Crispy Chicken entree left a lot to be desired.  First, the sauce was extremely sweet and there was about a quart of it in the dish.  The chicken was soggy, not crispy, and the veggies were julienned too thin for me to consider eating.  But really, the sauce killed it for me before I could even begin critiquing anything else.",0,1
0,"You will find a couple items you like here, but overall, this is only a buffet I would  go to if I was staying at the hotel and did not feel like heading out to a better one because it's pretty basic.  I found a couple items I enjoyed, namely this Hawaiian shredded pork dish.  But the salad bar is sad, no bread to speak of.  For the price, it's not bad, but it is worth spending more to experience better quality and selection.  Would have gotten a 2, but I recall they surprised me with a pretty good dessert item at the end.",0,0
3,"Beautiful apartments, not the greatest location if you're looking for a copless neighborhood... There are a lot of parties here and when we went to the office to look for an apartment, the tall skinny lady with long brown hair looked at me like I was insane to come in and inquire about an apartment and then she said very rudely that the next available apartment to show would be a month away. It's crazy how they don't even have a model apartment. The office lady didn't seat me or greet me either. Very rude evening staff",0,0
0,"I wanted to like this place...I was so excited with feel of the restaurant, the decor, the biscuits and jam. But the meal wasn't that good. We shared the pimento cheese nachos (fair, not great), and he had the sweet tea chicken (he enjoyed it, but $20 per plate...not an every week place) and I had the ribs (WOULD NOT RECOMMEND) they were so tough and fatty. I was so sad when we left. 
If this is your style and price range, you will love it! But, we work to hard for our money not to enjoy the food at such a cost.",0,0
0,"The first few times  I came here  I thought the place was pretty good. There was a nice lady there but i think she left.

But not too long ago, I came here and i realized how bad of a person these waitresses can be. Asking for more tips than they deserve. I mean tips is based on service. 

Seeing how you can even have the face to ask for it, makes me wonder why they even deserve tips.

OH YEAH! i forgot . i asked if they had some soya sauce ... AND THEY TOLD ME IF I WAS BLIND... THERES SOYA SAUCE RIGHT THERE!!.",0,0
0,"I agree that it's not bad, and for a starving college student like myself, you can't beat the price! 
I had the General Chao's chicken meal deal thingy, they give you a lot of food for cheap and it's not bad mannnn... $5.45
So if you're in the hood, (a.k.a. UNLV) lookin for somethin good, try China Joe's.",1,0
0,I've come here twice and each time the bartenders have had 0 personality. Did not see one smile or anything else but a monotone voice. All while paying 2x the amount of other local bars. I get quality food for half the price literally anywhere else. The food has so much potential but isn't executed correctly. It's either cold or not cooked correctly. They want to be so much of what they aren't. You can tell by the cigar case.,0,0
10,"It was very busy when we were there but the wait was only a few minutes & our service was good. My husband got biscuits & gravy with a side of bacon & I went with the fitness scramble that had egg whites, green peppers, spinach, tomatoes & feta. His was really good. No complaints. Mine was horrible. The peppers were over cooked & the eggs stuck together in clumps. It basically tasted as bad as it looked in the picture. Thank goodness breakfast was crazy cheap...less than $20 for 2.",0,6
2,"This place makes you feel like you're royalty. My wife and I chose Nobu at Caesar's for a day-long layover in Vegas and we were amazed at the level of customer service and catering that quickly became commonplace during our stay. We ate at two of Vegas' top chef restaurants and did some machine gambling then fell asleep way too early for a night in Vegas, but we continue to blame the amazingly comfortable bed for that. The lavendar pillow spray and soothing television slideshow complete with HD photos of flowers and rocks were a perk of the turndown service which surely didn't help either. Going back!",0,1
1,"Still can't cook eggs, it has been nearly 6 years we have been coming here about once a year and they still can not cook eggs. Take them off the menu or hire a fast order cook from a diner to come in and show your ""chef?"" And staff how to cook eggs.
Why 3 stars because everything else about this restaurant is great, service(Justin), ambiance, Hostesses are professional and professional looking.
The manager brought me the eggs and said nothing maybe due to the fact I offered to come back and show them how to cook eggs. Come on people it is not rocket science to complete a customers order, how they ordered it.
I really want to give this place 5 stars and come on a regular basis if for no other reason a happy wife is a happy life.",0,0
0,Found this place through a friend and super satisfied with his work! I was in and out within 20 mins! He replaced my cracked iPhone 6s screen back to perfect condition. Will definitely be back!,0,0
1,"This was truly a disappointment to pull up and discover this ""resort"" is located along the freeway with all its noise, and is nothing more than a parking lot. It's one step up from a rest stop along the highway in that there is laundry. Calling it a ""boutique resort"" is absolutely false advertising. There isn't even an office here, or anyone to greet you. There are absolutely no amenities that fall under a ""resort"" designation. The amount they charge to sleep in a parking lot they call ""secure"" (how is it secure with no gate? Where someone along the highway can just step onto the property?) is also ridiculous. I would never stay here again.

EDITED TO RESPOND TO THE OWNER RESPONSE: 

The ""amentities"" you list are what any ordinary RV park offers. Instead of defending your common amentities why don't you remove the word ""resort"" in your title as that is what every negative review you have received takes issue with. 

Your ""spacious"" rv park still lacks individual tables for each space, grass or shade, something for families to do here like swim in a POOL. There is no community room either, like the majority of places we have visited. I don't know what kids would even do here other than run around your giant sandbox of a park. 

You can defend and defend but after staying in dozens of RV parks I have never seen one so dismal and empty of promises. There is no office here with a presence of management. I have seen one golf cart with an employee zip through a couple times but other than that, nope. Your dog park is a dirt patch surrounded by fencing. There is no quarter machine available in the laundry room that you constantly defend as an amenity and when we crossed the street (which is actually further away than you let on) to ask the office for change, they only had a single roll of quarters on hand. 

Instead of defending yourself why don't you spend more time trying to set better expectations for people and not try to sell them on the ""resort"" aspect that DOES NOT EXIST HERE. We are not blind and we are not fools. Most of us spend time at many, many, many other parks and know you are selling snake oil here with your ""resort"" status that is simply not true. It is a basic park that lacks even tables at each space. Tables. Surely that is something you could provide for each resident at your ""resort"". 

This is the most expensive park we have ever stayed at, with the least amount to offer. It is deceitful the way you promote this place, and that is my main issue. And appears to be the main issue of every complaint on Yelp. 

Your snarky approach to our legitimate complaints further shows what customer experience and satisfaction means to you.",0,0
0,"I have been a customer for many years. I go back probably because it feels more relaxed and I know my way around.  I like the person who gives me facials. My favorite person left years ago and went to Bellagio. I didn't like the atmosphere there so I returned to Marriott. I have actually sampled a few spas and go back to familiar Marriott. It is currently under ""re-novation"" the showers need tweaking, all of the overhead shower treatments were out of order. It needs someone to come in and just fix the problems. However, I like the steam, the outdoor pool. It's very comforting.  And the staff is always sweet. It's like an old shoe.",0,0
2,"So in our quest to find a Dairy Queen, we stumbled  upon YoFruitty.  Having been in frozen yogurt shops with a similar concept (Pick your flavors of yogurt, add the toppings you want from the topping bar, pay by weight), I was fairly excited.

The place smells funky, the frozen yogurt is icey and watery, not rich and creamy like other frozen yogurts I have had, and the one girl working there seemed more interested in her computer than the customers. The topping selection is good, but not enough to save this experience.",0,0
0,"This place is absolute perfection! Absolutely delicious ice creams and the custard is to die for!!!! We had the cherry and mango with vanilla custard and hands down this is my favorite summer treat!!! The kid portions are perfect and they have lots of flavors to pick! 
They need more Rita's locations! Service could be friendlier but it was decent enough!",0,0
0,"It's Wingstop. The food is very consistent and it's much better quality than Buffalo Wild Wings. The wings are a good size, the flavors are all pretty good and can actually get pretty spicy if you get atomic. The fries are good. They're never crispy, but they're seasoned well and have pieces of potato skin still on them, which is always a good sign to me. They also have the Coke freestyle machines. Can everybody say peach soda!",0,0
0,Awesome food great drinks !! Hostess staff seemed a bit unorganized. Wait staff was fast and friendly constantly checking if we needed anything else,0,0
0,They don't make burgers in the mornings with out a wait. No problem. So I waited and they brought my food. I get home and it's breakfast food not burgers. I hate breakfast food so my dog ate like a champ and I had to go elsewhere for my burger.,0,0
0,I had a great birthday dinner here the sea food tower for 5 was awesome!,0,0
0,"I have gotten 3 bills now for the same outrageous amount. I took my 8 year old daughter there on a holiday weekend and won't be back. She had sore throat and fever and stomach ache, so I thought she may have strep. We were told she had a virus. Because it's associated with the hospital, it shouldn't be billed like a hospital co-pay. Go to another urgent care. I was charged almost $300 for the visit alone and we have insurance.",0,0
2,"Unfortunately the service here is horrible. And after waiting 40mins for my takeout order, they didn't give me the rice that came with my meal either. However the food was very tasty.",1,1
1,"So it's been a month and this is the greatest company ever!
The service is outstanding and the water is delicious! And let's not forget the prices are the very BEST(LOWEST) anywhere!
I will tell anyone and everyone about this wonderful company/water!
Thanks Same day Water!",0,0
1,"I've been here twice and it was good both times. The portion is decent. The food is pretty authentic. Service is good, our server was very friendly. The restaurant wasn't too busy when we got there (a Sunday evening). We've notice a patio outside which will be great on warmer days. We shared a beef carpaccio as an appetizer which was just ok. They served it with spinach instead of arugula on top, which was not as good. My husband had the seafood linguine, which was delicious. I had the simple spaghetti with basil tomato sauce and it was quite good as well. After we finish our meal, the server offered us some dessert and told us that the Tiramisu was on him. So we ordered one, but they somehow still charged us for it. It was too awkward to ask about it so we paid for it anyway, since we initially wanted to order one regardless. If it was a mistake, it's fine, but if it was done on purpose, that's a pretty lame way to force your customer into getting a dessert. My husband also tried a few of their Italian beer which he enjoyed as usual. Will come back again.",0,0
0,"Stayed here for a wedding, also members of IHG, it was wonderful!
So many things to do!
So many sights to c!
Will b coming back!",0,0
4,"- overpriced club
- charge extra for towels (wtf?! You prefer people not wipe down your equipment? Enjoy laying in my sweat)
- employees do not clean the weights in a timely manner, if ever (must have missed that I get paid to re-rack the weights in my contract..do you make your hotel bed before you leave? at least hotels give you towels)
- LA Fitness is $20 cheaper/mo",3,0
0,"Spent a couple weeks dropping into this box. Great workouts. Super friendly staff. Very welcoming athletes. All that good-good. 

Great rates for longer term drop-ins, too. Major props for that. 

If you're in the area and looking for a place to attack your fitness...this is a solid choice.",0,0
0,"Be aware that if you make the reservation under the Ellis Island Super 8, the Super 8 doesn't exist and you will be charged for this hotel instead. I booked the Super 8 because there was no resort fee, and I show up here and get charged extra. They need to update hotel booking sites to match how much they will actually charge.  It's advertised that there is a free Hotel shuttle, but it is not available until after 8:30 a.m.  There's a coupon for $2 off breakfast for one person per room per day, but that doesn't start until 6:30 am.  The tub was dirty too and the toilet paper couldn't be reached if the door was open since it was so small.  There is wifi but it's unsecured.

This hotel has a text system where you can ask for new towels, tv help, etc.  I pulled back my covers to see chunks of purple and brown hair and texted for new sheets.  I was eventually told housekeeping went home and they could send sheets to my room and i agreed I'd put them on.  45 min later still no sheets so i texted again and they saw a do not disturb sign up but didn't bother to follow up with me to let me know or ask if i wanted the sheets still by text.  I ended up sleeping in the wooden-armed chair because it was so disgusting and i had waited an hour past when i wanted to sleep.  The problem was never solved.

On the plus side there were two bottles of water in the fridge.",0,0
0,"Love the place. All their food and drink options can be modified for GF, dairy free, etc and the variety is awesome. What you get truest feel like healthy fuel for your body and mind. I plan to be back in the morning!!!",0,0
22,"I was so thrilled to find out they had a CBTL downstairs at the food court of the Palms Hotel.

I meant to come here more often during my stay at the Palms since I'm a big fan of CBTL but most mornings we had plans for breakfast.

I was able to grab a soy iced white mocha here Sunday morning before heading to church (Yes, yelpers after a night of partying I needed to repent! I NEED JESUS!)

Unfortunately, I brought my drink back to my hotel room while I doing my makeup and I left my drink in my room before heading out so I never got to finish it :( It was good though from what I remember!

It's convenient to have this downstairs since the Palms is kind of isolated from the strip, it's nice to have a place to grab coffee and pastries in the morning!",16,19
3,"If you want something fancy, book at the Westin. This is a perfectly adequate budget hotel that's located near everything in the downtown. That said, it's in a fairly sketchy part of town, so you may not want to bring your kids here. Decent for students, younger working folks or anyone who wants to save a bit. 

FYI, the continental breakfast doesn't include eggs - I saw plenty of people looking in a heating tray thinking there were eggs, only to look disappointed when they saw croissants and pastries. But that's no reason to skip the breakfast, which includes Cheerios and corn flakes, bagels, croissants, fruit and pastries, along with juices and coffee (it's not gourmet, but it's caffeine). 

As I said, adequate... But I don't think I'd say here again.",0,0
4,"Not feeling this place. 

I heard so much about their freaking pizza here, and I'm sorry but you need to try Zachary's (http://www.yelp.com/biz/zacharys-chicago-pizza-oakland#hrid:D4WR-ODCz7HzmFihXKblQg/query:zachary's) 
and see what good deep dish is.

When I first walked in, EVERYONE said hello that worked there, which is fine I suppose, but its weird. Our waiter was helpful, but then later said it didn't matter how much I ate (after I said I was full), because I was just going to throw it all back up anyway. He apologized, but what the hell?

The food was just ok. A lot of freaking cheese doesn't equal good pizza.",2,1
1,"This place is creepy.  We sat ourselves, then waited over ten minutes for someone to come out from the back to greet us.  There was NO ONE ELSE in the whole restaurant, and it's not like it was right before it closed or anything.  Eventually, we gave up.  I guess this place just doesn't have employees.  Sad.  Oh, and we had a Groupon, which we just let expire.  It was a gift anyway.",0,0
0,"I usually go to the 99 cent store off of Eastern, but since I was in the area, I decided to go here to finish off my errands. This is a newer 99 cent store that opened not that long ago and you can tell. It's so clean inside, not to mention huge compared to the other location off of Eastern. I also really like the fact that the parking lot isn't shared by a lot of other businesses in the area, so you don't have to fight for parking space in a cramped section.

Because the store is bigger, that means there is a larger selection of items, including fresh vegetables. The cashier was polite and quickly got me out of the store which I like.

This 99 cent store isn't too out of my way, so I plan to come back.",0,0
1,"This is an update from my store experience recently. 
I went in on 7/24 and dealt with Josh about changing my pre paid account to a post paid account. He told us they had to open a new account for me and did all the credit and everything which was fine. He said the conversion would take 24 hours and after that we could come in and order the iPhone 7plus 256 gb and the down payment would be 341.00 which we were fine with .
We go back in today and we are told the downpayment is now 565.00 plus a 25.00 fee we were never told of by Josh and with taxes we are looking at 661.00 down so basically 90 percent of the phone . 
They have the iPhone trade in special and we asked Josh about that and he said that we would get 300.00 for our phone and part of the would be take off the down payment and the rest would be mailed by a gift card .
Today I am told my phone is only worth 120.00 and that we have to send the phone in where Josh told us they don't even take the phone. 
Also went they did the conversion they only converted 1 line of the 2 lines on my prepaid account . Needless to say there is a letter going to the BBB tommorow .
The girl who helped us around 7:30 pm said this is why she hates doing orders in the store and we should order online .",1,1
0,"I had Juliet cut my bangs and the rest of my hair! I love it so much, defiantly going to her everytime:)!!",0,0
0,"We came to the Westgate location today to have some fun as a family and stay out of the heat.  We were extremely disappointed to find that the air conditioning was either not on or was not working well, it was very uncomfortable !  We had planned on eating lunch there but it was too warm for us and we left and went somewhere else.",0,0
0,Awesome!! This was my first visit here. I will definitely be coming back. I was so impressed by the staff. My waiter was wonderful. The Taphouse burger was scrumptious.,0,0
1,"For being an off strip casino, this place is still a good casino and this is coming from a Vegas local. Hotel rooms are reasonably priced, uber/lyfts or shuttles to the strip are convenient, Chippendales is here (for those that indulge in male reviews) and the buffet is still just as good. They consolidated the seafood and combined it with the carnival world buffet and made that vacated spot into a cool putt putt golf area and arcade which is fun for the kids and immature adults. The flare bartenders are still there and good rock and roll cover band music provides good ambience at night. During the summer the Rio pool is an underrated spot as it is huge and has a separate adult area with a live dj.",2,1
0,"I have had some really poor experiences at this location. But as we tend to write only about the bad. Today Jordan whom I think is manager, changed my view and has made me hopeful about this place. My food was timely, good and did not have old grill stuff in it. Jim who took care of me was also very kind!!! Way to go management!!!",0,0
0,"I spent 3 nights at this hotel.  It was quite shabby and the shower head was falling apart, only allowing 5 narrow jets of water at extremely high pressure to the point of feeling like needles!   My friends down the hall- we were in town together for a trade show-got bedbugs!  BEDBUG bites, one the first night and a dozen the next.  Excalibur barely helped, they had to argue to get a new room- still shabby- hotel washed all their clothes and gave them 2 tickets to the 3rd rate buffet.  Not even a nights comp after these people needed medical help!  This experience has put us all off returning to any MGM property in Vegas or elsewhere.",0,0
1,"My family and many friends have been patients of Dr. Rowley's on multiple occasions.  The results have always been fantastic.  He's widely known as one of the finest plastic surgeons in the Valley and frequently recognized as one of Phoenix's top doctors.  He's quite frankly as good as it gets in the medical profession.  

I read a recent review that was highly critical of him which given the story that is told, isn't even remotely possible.  If you scroll into the poster's history, you'll find expletive filled rants against a multitude of businesses.  I would certainly guess that that this person (in each case) has an agenda and sadly is taking it out on a fine doctor this time.",0,0
1,"This review is for the club.

We were a group of six guys who came here on Friday night. We had arranged bottle service with a host called Roman and there was only a one bottle minimum which was nice (some of the bigger clubs would make you buy two or more bottles for a group of 6 guys). We ended up getting two anway but it was nice that it wasn't required to get a table.

I have been to the club at Lavo a few times and have always had a good time. Its a bit small and doesnt have the visual wow factor of a place like XS but the music is always good and I have always found the guys at the door to be way more courteous than at other clubs. 

This time we got bottle service and our contact at the club, Roman, was really a class act. He got us in promptly, and checked in on us to make sure we were happy. He even texted a couple times (including the next day, yes for real, he texted the next day to say he hoped we had a good time.. easy to do but i've never had a host do that before). When I texted him later that night to ask if he could get a friend in who was late he replied in moments saying it was no problem. My friend took a long time showing up and Roman took the initiative to check with me if he had showed up or not. All pretty basic stuff, but again I've rarely seen the host so on top of things.

The service here was so much better than how we got treated the next night at Marquee. I think in the future when I come to vegas I will avoid the newest club and go with a classic. I think of places like Tryst that way and I'm adding Lavo to the list. Seems like a sure thing.",0,0
0,"I was totally surprised!  This was absolutely the best fish I have ever had in fish and chips.  It was cooked to absolute perfection, moist, hot and a nice thin layer of crispy batter.  Definitely high quality standards going on here.  The tartar sauce was also just perfect.  If you want a great meal in Vegas, this is the place to go.",0,0
0,"Been coming here for the last 6 years!  Fantastic sushi for AYCE and price.  Over the years, it's popularity has increased dramatically so it's best to arrive early for dinner....1-2 hour waits are the norm some evenings!  The mochi, red bean ice cream, and green tea ice cream are all delicious so leave room for them.  Yamasushi is no longer a secret.  I only wish they would open a second location on the west or northwest sides!",0,0
0,This place is not bad.  Decent fish and chips.  Kinda old school in terms of atmosphere and service.  But not a bad choice if you are in the mood for fried foods.,0,0
0,"They're different that's for sure.  Maybe I'm just a NYC bagel kinda guy, but I don't see what all the fuss is about.  They're dense, hard, and have a different texture from NYC bagels, a bit grainier I think... they're okay.  Sorry Canada.",0,0
0,"I recently worked out at 24 hr fitness ,staff friendly , machines clean , people  are nice . I really like this place and so does my boyfriend not to crowded and a good price . If you like smaller gyms check it out .",0,1
0,"I love greek food so after a heavy night of drinking, a GYRO was the only thing on my mind. I went to the Fashion Show Mall with my boyfriend and headed straight for the food court and thought I died and went to heaven because there it was, a gyro spot! I briskly walk over and order my gyro, and it came out within 3 minutes! I also love eating my gyros with really spicy hot sauce and they had an awesome hot sauce there!! It was expensive, I think 8 or 9 bucks, which is the average when you're in Vegas so I'm not complaining. The night before I spent 15 bucks for a meal I did not enjoy at all so 9 was wonderful. They don't accept credit cards though, thank goodness I had cash otherwise I would have been a super unhappy camper. It's 2010, come on! Credit cards should be widely accepted, especially in Vegas! But other than that, tasty food.",0,0
3,"Asiana sushi is located across the street from the US Bank Building and is located right next to a New York Sandwich shop. I was on business travel and I saw this place and thought 'how good is Arizona sushi?'. This place isn't meant for fine dining by any means. However, it is meant for a quick lunch at a decent price. The quality of sushi is pretty good. I got the sushi & sashimi bento($11) and I also tried the red snapper katsu(new item on the menu).  The sashimi bento consists of 5 pieces of sashimi and 5 pieces of sushi. One tuna, one shrimp, one tuna, one red snapper, one imitation crab, and 2 pieces of tuna sashimi , 3 pieces of red snapper. All the bentos come with 2 pot stickers, rice, salad, 4 pieces of california rolls and your main course. The red snapper katsu was pretty good and it was the first time I've tried it. They have affordable bentos ranging from $7 to $10. The place has a bit of a cafeteria feel because they have an open kitchen, meaning, you can see the people preparing the food rather than a closed kitchen. I don't recall seeing a sushi bar, either. They have a cute snack section right when you walk in to the left serving various asian snacks. As the restaurant owner, I'd close up the kitchen and also include sushi bar seating. It looks like they're pretty new because I see a grand opening sign. I think they may be Filipino owned. Great lunch spot for those that are looking for japanese food on the cheap. 

They accept visa, mastercard and american express.",1,1
2,"You walk in and immediately get greeted by the fog/smoke from the grills. Could use more ventilation.

AYCE that includes not only meat and seafood, but also some items cooked in the kitchen. Take note, you can only order 4 items at a time. 

We ordered japchae, gyoza, and KFC (Korean Fried Chicken) from the kitchen, there were 6 of us, servings were small, each of us just had a bite of each item, the serving seemed to me, good for one person. So make sure to maybe triple up these items. We ordered their KFC a few times while we were there. 

There was only a few banchan items - kimchi, pickled cucumber, pickled onions, edamame and mashed potato. I haven't seen mashed potato before as part of banchan. I've been to other KBBQ places that came with more banchan. No plain lettuce leaf, just lettuce salad. 

We ordered a variety of meats including chicken and steak. Chicken and their steak are thicker cuts that will require longer cooking time. The rest are you typical thin sliced fast cooking meats. Personally the food was ok, even their Chadol (shaved beef brisket) was just ok. Chadol is one of my favorite meats for KBBQ, I wasn't feeling it that time. 

In summary: good food, fun for groups, my favorite that night was their KFC. They do not take reservations. Service was great!",0,0
2,"Open 24 hours, perfect for late night munchies. I've tried most items on the menu and so far I've been pretty happy with them. Will keep on coming for sure!",0,1
0,"While visiting Phoenix I was craving a good pizza...and being from buffalo wanted a REAL pizzeria style pizza. And I found it. It was excellent. I had one half just cheese and the other half kalamata olives, sundried tomatoes and fresh basil. It was a great pizza. However, the service and delivery were terrible. It took over an hour for the delivery and I even called the place to make sure everything was good to go since I ordered online. The woman on the phone was very nice and assured me the driver left. Shortly after, the delivery man came storming to the apartment saying he couldn't find it and that next time I should tell them a building number...there are no building numbers and I gave him the apartment number so I didn't feel he needed to say that. Also, I ordered online which was extremely convenient and easy but maybe next time I will give step by step directions on how to read numbers on an apartment door...",0,0
